text,rt,key_press,block_duration,timing_post_trial,trial_id,trial_type,trial_index,time_elapsed,internal_node_id,exp_id,subject_ID,view_history,stimulus,possible_responses,stim_duration,exp_stage,stim,correct_response,current_trial,current_block,chosenStim,chosenCond,stimLeft,cond_left,stimRight,cond_right
,-1,-1,1400,0,stim,poldrack-single-stim,2059,2001674,0.0-6.13-114.13,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2060,2002177,0.0-6.13-115.13,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,2061,2003028,0.0-6.13-116.13,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,38,13,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2062,2004430,0.0-6.13-117.13,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2063,2004932,0.0-6.13-118.13,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,2064,2005783,0.0-6.13-119.13,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,39,13,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2065,2007184,0.0-6.13-120.13,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2066,2007686,0.0-6.13-121.13,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,601,32,850,0,stim,go1,2067,2008538,0.0-6.13-122.13,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,40,13,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2068,2009939,0.0-6.13-123.13,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2069,2010441,0.0-6.13-124.13,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,548,32,850,0,stim,go1,2070,2011293,0.0-6.13-125.13,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,41,13,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2071,2012694,0.0-6.13-126.13,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2072,2013195,0.0-6.13-127.13,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,2073,2014047,0.0-6.13-128.13,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,42,13,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2074,2015449,0.0-6.13-129.13,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2075,2015951,0.0-6.13-130.13,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,2076,2016803,0.0-6.13-131.13,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,43,13,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2077,2018205,0.0-6.13-132.13,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2078,2018705,0.0-6.13-133.13,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,2079,2019557,0.0-6.13-134.13,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,44,13,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2080,2020958,0.0-6.13-135.13,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2081,2021460,0.0-6.13-136.13,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,654,32,850,0,stim,go2,2082,2022312,0.0-6.13-137.13,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,45,13,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2083,2023714,0.0-6.13-138.13,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2084,2024215,0.0-6.13-139.13,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,2085,2025066,0.0-6.13-140.13,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,46,13,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2086,2026468,0.0-6.13-141.13,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2087,2026970,0.0-6.13-142.13,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,2088,2027821,0.0-6.13-143.13,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,47,13,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2089,2029222,0.0-6.13-144.13,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,12726,13,12726,0,practice-no-stop-feedback,poldrack-single-stim,2090,2041961,0.0-6.14-0.14,go_nogo_deval,424,,"<div class = centerbox><p class = block-text><br>Please take this time to read your feedback and to take a short break! Press enter to continue</p><p class = block-text><strong>Average reaction time:  582 ms. Accuracy: 49%</strong></p><p class = block-text><strong>You have been responding too slowly, please respond to each shape (circle, triangle, rhombus, pentagon) as quickly and as accurately as possible.</strong></p></div>",13,12726,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2091,2042463,0.0-6.14-1.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,510,32,850,0,stim,go2,2092,2043314,0.0-6.14-2.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,0,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2093,2044715,0.0-6.14-3.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2094,2045217,0.0-6.14-4.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,2095,2046069,0.0-6.14-5.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,1,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2096,2047471,0.0-6.14-6.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2097,2047972,0.0-6.14-7.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,2098,2048823,0.0-6.14-8.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,2,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2099,2050225,0.0-6.14-9.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2100,2050727,0.0-6.14-10.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,300,32,850,0,stim,nogo1,2101,2051579,0.0-6.14-11.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,3,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2102,2052981,0.0-6.14-12.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2103,2053483,0.0-6.14-13.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,313,32,850,0,stim,go1,2104,2054334,0.0-6.14-14.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,4,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2105,2055735,0.0-6.14-15.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2106,2056237,0.0-6.14-16.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,2107,2057089,0.0-6.14-17.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,5,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2108,2058490,0.0-6.14-18.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2109,2058992,0.0-6.14-19.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,394,32,850,0,stim,go2,2110,2059843,0.0-6.14-20.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,6,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2111,2061245,0.0-6.14-21.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2112,2061746,0.0-6.14-22.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,385,32,850,0,stim,go1,2113,2062598,0.0-6.14-23.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,7,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2114,2064000,0.0-6.14-24.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2115,2064501,0.0-6.14-25.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,2116,2065352,0.0-6.14-26.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,8,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2117,2066754,0.0-6.14-27.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2118,2067256,0.0-6.14-28.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,353,32,850,0,stim,go1,2119,2068108,0.0-6.14-29.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,9,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2120,2069510,0.0-6.14-30.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2121,2070012,0.0-6.14-31.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,354,32,850,0,stim,go1,2122,2070864,0.0-6.14-32.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,10,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2123,2072264,0.0-6.14-33.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2124,2072765,0.0-6.14-34.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,357,32,850,0,stim,go1,2125,2073617,0.0-6.14-35.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,11,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2126,2075019,0.0-6.14-36.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2127,2075521,0.0-6.14-37.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,471,32,850,0,stim,go2,2128,2076373,0.0-6.14-38.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,12,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2129,2077775,0.0-6.14-39.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2130,2078276,0.0-6.14-40.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,381,32,850,0,stim,go1,2131,2079128,0.0-6.14-41.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,13,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2132,2080530,0.0-6.14-42.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2133,2081031,0.0-6.14-43.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,394,32,850,0,stim,go2,2134,2081883,0.0-6.14-44.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,14,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2135,2083284,0.0-6.14-45.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2136,2083786,0.0-6.14-46.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,316,32,850,0,stim,go2,2137,2084638,0.0-6.14-47.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,15,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2138,2086039,0.0-6.14-48.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2139,2086541,0.0-6.14-49.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,386,32,850,0,stim,nogo1,2140,2087393,0.0-6.14-50.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,16,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2141,2088795,0.0-6.14-51.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2142,2089295,0.0-6.14-52.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,354,32,850,0,stim,go2,2143,2090147,0.0-6.14-53.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,17,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2144,2091549,0.0-6.14-54.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2145,2092050,0.0-6.14-55.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,445,32,850,0,stim,go1,2146,2092902,0.0-6.14-56.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,18,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2147,2094304,0.0-6.14-57.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2148,2094805,0.0-6.14-58.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,2149,2095657,0.0-6.14-59.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,19,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2150,2097059,0.0-6.14-60.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2151,2097560,0.0-6.14-61.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,391,32,850,0,stim,go2,2152,2098411,0.0-6.14-62.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,20,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2153,2099813,0.0-6.14-63.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2154,2100315,0.0-6.14-64.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,2155,2101166,0.0-6.14-65.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,21,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2156,2102568,0.0-6.14-66.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2157,2103070,0.0-6.14-67.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,350,32,850,0,stim,go2,2158,2103922,0.0-6.14-68.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,22,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2159,2105323,0.0-6.14-69.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2160,2105824,0.0-6.14-70.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,2161,2106675,0.0-6.14-71.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,23,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2162,2108077,0.0-6.14-72.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2163,2108579,0.0-6.14-73.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,375,32,850,0,stim,go2,2164,2109430,0.0-6.14-74.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,24,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2165,2110832,0.0-6.14-75.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2166,2111334,0.0-6.14-76.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,410,32,850,0,stim,go1,2167,2112185,0.0-6.14-77.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,25,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2168,2113587,0.0-6.14-78.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2169,2114087,0.0-6.14-79.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,368,32,850,0,stim,go2,2170,2114939,0.0-6.14-80.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,26,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2171,2116341,0.0-6.14-81.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2172,2116843,0.0-6.14-82.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo1,2173,2117695,0.0-6.14-83.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/red_triangle.png'></img>,32,850,test,red_triangle,-1,27,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2174,2119097,0.0-6.14-84.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2175,2119599,0.0-6.14-85.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,324,32,850,0,stim,go2,2176,2120449,0.0-6.14-86.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,28,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2177,2121851,0.0-6.14-87.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2178,2122353,0.0-6.14-88.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,360,32,850,0,stim,go1,2179,2123205,0.0-6.14-89.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,29,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2180,2124606,0.0-6.14-90.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2181,2125107,0.0-6.14-91.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,374,32,850,0,stim,go2,2182,2125958,0.0-6.14-92.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,30,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2183,2127360,0.0-6.14-93.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2184,2127862,0.0-6.14-94.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,341,32,850,0,stim,go2,2185,2128714,0.0-6.14-95.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,31,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2186,2130114,0.0-6.14-96.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2187,2130616,0.0-6.14-97.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,-1,-1,850,0,stim,nogo2,2188,2131467,0.0-6.14-98.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,32,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2189,2132868,0.0-6.14-99.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2190,2133370,0.0-6.14-100.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,335,32,850,0,stim,go1,2191,2134222,0.0-6.14-101.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,33,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2192,2135623,0.0-6.14-102.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2193,2136125,0.0-6.14-103.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,426,32,850,0,stim,go1,2194,2136976,0.0-6.14-104.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_pentagon.png'></img>,32,850,test,purple_pentagon,32,34,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2195,2138377,0.0-6.14-105.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2196,2138879,0.0-6.14-106.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,360,32,850,0,stim,go2,2197,2139730,0.0-6.14-107.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/green_rhombus.png'></img>,32,850,test,green_rhombus,32,35,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2198,2141132,0.0-6.14-108.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2199,2141633,0.0-6.14-109.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
,328,32,850,0,stim,nogo2,2200,2142484,0.0-6.14-110.14,go_nogo_deval,424,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_circle.png'></img>,32,850,test,blue_circle,-1,36,14,,,,,,
,-1,-1,1400,0,stim,poldrack-single-stim,2201,2143886,0.0-6.14-111.14,go_nogo_deval,424,,<div></div>,32,1400,test,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,2202,2144388,0.0-6.14-112.14,go_nogo_deval,424,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,
